uid,event,avg_max
3,4,0.5115831543010647
4,4,0.48351083413729035
5,4,0.6072785988568441
7,4,0.47804904215548105
8,4,0.3474788381566556
9,4,0.4281240542290864
10,4,0.4845873394517838
11,4,0.4072659597539666
12,4,0.558252258648448
13,4,0.5309775252210281
14,4,0.410092285543479
15,4,0.45206250604391
16,4,0.4192973055760524
17,4,0.41110937611328635
18,4,0.4556680555291898
19,4,0.339270645672174
20,4,0.5313101906218741
21,4,0.4294489608515476
22,4,0.5680152985911447
23,4,0.39642146442957105
24,4,0.4778631226902025
25,4,0.484926030437275
26,4,0.4809195834978405
27,4,0.391742413098068
28,4,0.4241748417339142
29,4,0.4969967476236989
30,4,0.3901141093251018
31,4,0.4670076844618761
32,4,0.42508183383516396
33,4,0.4334742845288001
34,4,0.36862756050138973
35,4,0.431940582577499
36,4,0.41909579944852016
37,4,0.49270463937283127
38,4,0.39671459668506787
39,4,0.44958305200857007
40,4,0.4392409941122821
41,4,0.43327279090912096
42,4,0.4588420944173131
43,4,0.47344501010838164
44,4,0.5070202836329467
45,4,0.5125388572694698
46,4,0.5958629223679058
47,4,0.5806496445488074
48,4,0.6454488178424749
49,4,0.5619188841877557
50,4,0.3558865786909585
51,4,0.42076960264041
52,4,0.4891410807428215
53,4,0.5539969434652092
54,4,0.4180648198230782
55,4,0.46382220249909245
56,4,0.4557769928248393
57,4,0.5306214897111141
58,4,0.5009473503166135
59,4,0.4528641180438257
60,4,0.5160613306355455
61,4,0.5134826497475827
62,4,0.47619414904653845
