uid,event,avg_max
3,3,0.5003929021809091
4,3,0.4712438561726169
5,3,0.6040031994961044
7,3,0.45773633783263534
8,3,0.34009352727040537
9,3,0.4233113666387514
10,3,0.46343428053849767
11,3,0.38345657630074736
12,3,0.47281762583854936
13,3,0.5005155902505175
14,3,0.3788684788055391
15,3,0.425291018702528
16,3,0.39338281842396183
17,3,0.38485596120126603
18,3,0.456329800347289
19,3,0.33835079739064944
20,3,0.48374275758760876
21,3,0.3936312320060225
22,3,0.572189785947437
23,3,0.3754738578760304
24,3,0.47076394740793714
25,3,0.5250570735903105
26,3,0.5502791491769727
27,3,0.3832261398266622
28,3,0.4178941708023547
29,3,0.46046959847742097
30,3,0.37567782261775357
31,3,0.4278560564790468
32,3,0.39670582281586547
33,3,0.3968321810922335
34,3,0.36863008047126966
35,3,0.43745201643794585
36,3,0.39473248829988383
37,3,0.44845068567615864
38,3,0.3798282854905735
39,3,0.4138650917029535
40,3,0.43997294939694265
41,3,0.369689904363967
42,3,0.38096257213434737
43,3,0.45670088039399404
44,3,0.5048776511293636
45,3,0.4779060323252719
46,3,0.49884393158106877
47,3,0.5509153146494374
48,3,0.5930876431519779
49,3,0.5407208705724322
50,3,0.36031736302561546
51,3,0.3665627565143972
52,3,0.5118050142729629
53,3,0.531051956746894
54,3,0.43839700182919816
55,3,0.44605092410105984
56,3,0.3858930887831037
57,3,0.5007373228985765
58,3,0.43526645192855606
59,3,0.4335903234275915
60,3,0.455036308992413
61,3,0.455682031150336
62,3,0.46786691807586067
